query,intent
"hi, change password",account_issues
"Excuse me, Technical specifications",product_information
would you when will i get my refund? thanks,refund_status
Card not accepted thank you,payment_issues
"Hello, Compare products urgently",product_information
would you has my order shipped? ASAP,order_status
Is it possible to Account not working thanks,account_issues
"Hello, I have a question please",general_inquiry
Could you I want to file a complaint,complaint
would you can't complete payment immediately,payment_issues
i want to i was charged twice urgently,payment_issues
"please, i need customer service?",general_inquiry
"Please, I can't log in thank you",account_issues
"excuse me, forgot password!",account_issues
"hey, return request!",return_exchange
Would you What colors does it come in? urgently,product_information
is it possible to delivery options thank you,shipping_inquiry
I need to Bad experience?,complaint
Information needed thanks,general_inquiry
i need to error during payment ASAP,payment_issues
i would like to international shipping thanks,shipping_inquiry
"hi, support request thanks",general_inquiry
My payment didn't go through,payment_issues
could you track my refund immediately,refund_status
Next day delivery,shipping_inquiry
can i best seller products right away,product_information
"Excuse me, Can I return this product?!",return_exchange
I want to Dissatisfied customer!,complaint
I want to cancel the order I just placed,order_cancellation
Start a return,return_exchange
Brand information,product_information
"Hey, Good afternoon now",general_inquiry
Horrible experience,complaint
could you payment gateway error!,payment_issues
"excuse me, update my email ASAP",account_issues
could you what colors does it come in??,product_information
Would you Please cancel my recent order thanks,order_cancellation
Is it possible to Item availability please,product_information
"Hey, Track my order?",order_status
would you worst experience ever thank you,complaint
How do I Did my order ship yet??,order_status
Track my recent order,order_status
how do i refund not showing,refund_status
Schedule a return thank you,return_exchange
"hey, material information urgently",product_information
i would like to general question immediately,general_inquiry
I'm very unhappy immediately,complaint
Product is defective thanks,complaint
would you product origin right away,product_information
i need to has my order shipped??,order_status
could you i want my order cancelled today,order_cancellation
i would like to shipping methods now,shipping_inquiry
How does this work? please,general_inquiry
"excuse me, has my package been dispatched? immediately",order_status
would you transaction failed thank you,payment_issues
"hi, payment stuck ASAP",payment_issues
is it possible to brand information thank you,product_information
"Hello, Refund confirmation ASAP",refund_status
Did my order ship yet?,order_status
"Hi, Shipping methods?",shipping_inquiry
would you error during payment immediately,payment_issues
Free shipping?,shipping_inquiry
can i weekend delivery? ASAP,shipping_inquiry
can i what's the status of my order??,order_status
Is it possible to Standard shipping urgently,shipping_inquiry
how do i quality is very poor immediately,complaint
i need to i need to know where my order is!,order_status
Can I Check my order status urgently,order_status
could you what's the warranty on this? ASAP,product_information
"please, shipping time right away",shipping_inquiry
Can I Dissatisfied customer ASAP,complaint
i would like to product description please right away,product_information
"Hi, This is not what I ordered now",complaint
could you shipping charges,shipping_inquiry
"excuse me, i'd like to cancel my purchase urgently",order_cancellation
Terrible customer service now,complaint
"Hey, I need this order cancelled.",order_cancellation
Return policy urgently,return_exchange
Reimburse me urgently,refund_status
would you general question thank you,general_inquiry
I would like to Connect me to support right away,general_inquiry
"hi, is this compatible with...? thanks",product_information
"excuse me, is this compatible with...? urgently",product_information
"please, i received a damaged item thanks",complaint
can i track my recent order thank you,order_status
how do i can i cancel my order? thank you,order_cancellation
i need to more info about the item ASAP,product_information
how do i i need to know where my order is right away,order_status
"Could you Item doesn't fit, return please immediately",return_exchange
"please, return window thank you",return_exchange
"hello, payment unsuccessful.",payment_issues
i would like to did my order ship yet? ASAP,order_status
Can I Is this product good? please,product_information
i would like to customer support thank you,general_inquiry
Would you Can I return this product? immediately,return_exchange
"Hello, Credit not received",refund_status
i want to bad experience,complaint
"excuse me, my payment didn't go through.",payment_issues
"Hello, Shipping charges",shipping_inquiry
"hey, can i return this product? thank you",return_exchange
can i money deducted but order failed thanks,payment_issues
"Hello, Order tracking.",order_status
is it possible to payment stuck right away,payment_issues
would you return window!,return_exchange
could you when will my order arrive??,order_status
"hello, money back please thank you",refund_status
"Excuse me, Account security concern now",account_issues
Horrible experience now,complaint
Can you cancel my order for me?!,order_cancellation
"Please, How long for refund??",refund_status
could you how does this product work? thank you,product_information
i would like to business hours.,general_inquiry
how do i i need to exchange this ASAP,return_exchange
How do I Worst experience ever ASAP,complaint
how do i i need to cancel an order urgently,order_cancellation
"Hey, Has my order shipped? thanks",order_status
Hello now,general_inquiry
I would like to Has my order shipped? right away,order_status
Could you Is my package lost?!,order_status
"hi, update my email!",account_issues
how do i i feel cheated urgently,complaint
Bad experience ASAP,complaint
i want to technical specifications!,product_information
could you return pickup please,return_exchange
"excuse me, verification code not received thanks",account_issues
would you shipping cost urgently,shipping_inquiry
would you horrible experience?,complaint
how do i delete my account.,account_issues
"hello, exchange policy please",return_exchange
I would like to Payment keeps failing.,payment_issues
i would like to quality issue return,return_exchange
Could you How much is shipping? immediately,shipping_inquiry
"Hello, Account hacked urgently",account_issues
would you this is not what i ordered thanks,complaint
how do i best seller products immediately,product_information
"hi, is this compatible with...? right away",product_information
i would like to when will i get my refund? now,refund_status
Worst experience ever,complaint
"excuse me, product description please immediately",product_information
"hi, i'm not satisfied please",complaint
"hello, i want to file a complaint immediately",complaint
I need to Credit not received urgently,refund_status
could you where is my refund? thanks,refund_status
i need to i want to track my package please,order_status
"hello, i can't log in.",account_issues
would you check my order status right away,order_status
"Hi, Can I cancel my order??",order_cancellation
"hey, please void my order ASAP",order_cancellation
"hey, information needed urgently",general_inquiry
Can I General help immediately,general_inquiry
Would you I demand compensation.,complaint
"Hi, What products do you have? thanks",product_information
I would like to My order is taking too long now,order_status
i want to return window now,return_exchange
could you first time customer.,general_inquiry
Is this product good?.,product_information
could you package tracking request now,order_status
i need to contact information right away,general_inquiry
"Excuse me, Tell me about this product urgently",product_information
"hey, payment keeps failing right away",payment_issues
"hi, i want to send this back!",return_exchange
"Hi, Merge accounts now",account_issues
Would you Expedited shipping thank you,shipping_inquiry
I would like to I need information.,general_inquiry
Could you Return request thank you,return_exchange
I need to Quality is very poor ASAP,complaint
Can I Shipping cost thank you,shipping_inquiry
Can I Return shipping!,return_exchange
i would like to is my package lost? thank you,order_status
"excuse me, i'd like to cancel before it ships thank you",order_cancellation
would you quality is very poor?,complaint
"Excuse me, Cancel my order please?",order_cancellation
Check refund status.,refund_status
is it possible to partial refund received.,refund_status
"please, how long for refund? thank you",refund_status
i want to express shipping please,shipping_inquiry
I would like to Start a return please,return_exchange
Would you Return window immediately,return_exchange
Is it possible to Account hacked urgently,account_issues
Compare products please,product_information
is it possible to i'm waiting for my order please,order_status
International shipping!,shipping_inquiry
I want to My refund is delayed immediately,refund_status
"hi, track my refund right away",refund_status
"hey, product features.",product_information
can i i need to complain urgently,complaint
"hello, when is refund processed?!",refund_status
i would like to tell me about this product,product_information
"hey, return process now",return_exchange
Delete my account now,account_issues
i would like to information needed urgently,general_inquiry
is it possible to is my order on the way??,order_status
"Hello, Shipping zones thank you",shipping_inquiry
Could you Forgot password now,account_issues
I want to Reset my password now,account_issues
can i product description please?,product_information
Would you I want to send this back right away,return_exchange
"excuse me, general assistance right away",general_inquiry
Refund inquiry!,refund_status
I would like to Any updates on my order? urgently,order_status
I need to General help thanks,general_inquiry
can i check refund status.,refund_status
I would like to When will my order arrive?!,order_status
could you change password thanks,account_issues
i need to my order hasn't arrived right away,order_status
"Please, Brand information now",product_information
"hey, someone else accessing my account please",account_issues
"Hello, Please cancel my recent order urgently",order_cancellation
When will I receive my order?,order_status
"Hello, Transaction failed ASAP",payment_issues
how do i i demand compensation,complaint
Waiting for refund urgently,refund_status
i need to false advertising!,complaint
"hello, delivery cost estimate?",shipping_inquiry
Is it possible to Return my order?,return_exchange
how do i missing items in my order now,complaint
"please, general assistance ASAP",general_inquiry
Is it possible to Return pickup right away,return_exchange
"Hey, This is not what I ordered.",complaint
i want to product dimensions thank you,product_information
"hey, do you ship to my area??",shipping_inquiry
I want to Refund not showing!,refund_status
i need to merge accounts please,account_issues
"excuse me, support request thanks",general_inquiry
Could you Login problem urgently,account_issues
could you payment unsuccessful!,payment_issues
i need to can someone help me? ASAP,general_inquiry
Can I I need assistance,general_inquiry
Is it possible to Payment gateway error,payment_issues
Next day delivery?,shipping_inquiry
could you this is unacceptable immediately,complaint
would you unlock my account right away,account_issues
would you refund confirmation urgently,refund_status
"Please, Delivery options please",shipping_inquiry
"Excuse me, When will I receive my order?",order_status
i would like to terrible customer service urgently,complaint
"excuse me, partial refund received right away",refund_status
Account suspended right away,account_issues
i would like to i want to speak to a manager?,complaint
i want to product is defective thanks,complaint
"excuse me, very disappointed with the service immediately",complaint
"hey, my card isn't working right away",payment_issues
Can I Change shipping address!,shipping_inquiry
"hello, bad experience thank you",complaint
can i i want to track my package,order_status
Verification code not received!,account_issues
I want to file a complaint immediately,complaint
How do I I'm frustrated right away,complaint
Could you My refund is delayed ASAP,refund_status
is it possible to change password ASAP,account_issues
Update my email?,account_issues
"Please, I need to cancel ASAP ASAP",order_cancellation
Would you Priority shipping immediately,shipping_inquiry
"hello, package tracking request",order_status
"hi, payment unsuccessful.",payment_issues
"hi, debit card declined",payment_issues
i want to missing items in my order urgently,complaint
I want to file a complaint,complaint
"hello, shipping rates thanks",shipping_inquiry
can i i received a damaged item?,complaint
Double charged on my card,payment_issues
"hi, product description please!",product_information
i want to track my refund ASAP,refund_status
would you wrong item received,complaint
How do I When is refund processed?!,refund_status
i need to problem with checkout now,payment_issues
"excuse me, don't ship my order, cancel it thank you",order_cancellation
Help with payment problem,payment_issues
i want to i'd like to cancel my purchase.,order_cancellation
Would you When was refund issued? urgently,refund_status
"Would you Wrong order, please cancel!",order_cancellation
"please, i no longer want this order!",order_cancellation
"hi, new arrivals right away",product_information
could you i need information please,general_inquiry
i need to my payment was rejected urgently,payment_issues
How do I Please void my order urgently,order_cancellation
i want to product reviews thank you,product_information
"excuse me, shipping cost?",shipping_inquiry
"Hi, Problem with checkout urgently",payment_issues
Thank you,general_inquiry
"Hello, Profile update right away",account_issues
Would you What are the product details? ASAP,product_information
could you i want to cancel the order i just placed!,order_cancellation
I want to Cancellation request for my order,order_cancellation
Can I Missing items in my order?,complaint
"Hi, Payment failed please",payment_issues
can i refund taking too long now,refund_status
is it possible to refund taking too long thanks,refund_status
Can I Refund processing time urgently,refund_status
Account security concern,account_issues
can i missing items in my order immediately,complaint
"Excuse me, Worst experience ever ASAP",complaint
how do i this is unacceptable thank you,complaint
i would like to shipping charges ASAP,shipping_inquiry
Would you Money deducted but order failed thanks,payment_issues
"Please, Account suspended ASAP",account_issues
"please, i need this order cancelled?",order_cancellation
I need to cancel ASAP,order_cancellation
"hey, item arrived damaged thank you",complaint
"hello, best seller products?",product_information
Is it possible to How does this work? urgently,general_inquiry
"please, i need customer service.",general_inquiry
How do I Is this genuine product? now,product_information
would you i want to cancel my order right away,order_cancellation
is it possible to new here urgently,general_inquiry
Could you Payment stuck.,payment_issues
I would like to Customer support immediately,general_inquiry
Is it possible to Delivery fee immediately,shipping_inquiry
How do I Is it too late to cancel? thanks,order_cancellation
"Hey, Business hours",general_inquiry
i would like to partial refund received thanks,refund_status
I would like to Payment issue with my account.,payment_issues
"hi, change shipping address now",shipping_inquiry
can i cancel my latest purchase thank you,order_cancellation
"Please, Waiting for refund.",refund_status
i want to when was refund issued?.,refund_status
i need to expected delivery date?!,order_status
could you error during payment?,payment_issues
"hi, check my order status thanks",order_status
i would like to quality is very poor thanks,complaint
I need to Refund taking too long!,refund_status
"Hello, Don't ship my order, cancel it.",order_cancellation
would you i need information.,general_inquiry
"excuse me, when can i expect my delivery? please",order_status
Could you Cancel my order immediately now,order_cancellation
how do i can i cancel my order?,order_cancellation
"hello, profile update!",account_issues
Is it possible to Delivery days,shipping_inquiry
i would like to account recovery right away,account_issues
"Hey, Product doesn't work thank you",complaint
I need to The product is broken.,complaint
"excuse me, how do i return an item?",return_exchange
is it possible to my order hasn't arrived,order_status
"Please, I haven't received my refund thank you",refund_status
Checkout error please,payment_issues
I'd like to cancel before it ships ASAP,order_cancellation
is it possible to replace my item!,return_exchange
How do I My refund is delayed thanks,refund_status
is it possible to when was refund issued? please,refund_status
How do I Thank you please,general_inquiry
i would like to card declined thank you,payment_issues
can i shipping rates please,shipping_inquiry
I would like to Change password ASAP,account_issues
is it possible to billing issue.,payment_issues
How do I Do you ship to my area? right away,shipping_inquiry
Account settings now,account_issues
Could you First time customer right away,general_inquiry
Product is defective,complaint
i want to general assistance please,general_inquiry
"Hi, What's included in the package?!",product_information
could you when will i get my refund? immediately,refund_status
would you account suspended thank you,account_issues
"please, update my email",account_issues
I want to Refund not received!,refund_status
Fastest shipping option ASAP,shipping_inquiry
"hey, how to return? ASAP",return_exchange
"hey, i demand compensation urgently",complaint
"excuse me, return damaged product thank you",return_exchange
would you product quality thanks,product_information
"hey, replace my item!",return_exchange
"Hello, Account settings please",account_issues
how do i where is my package? thank you,order_status
Can I Weekend delivery?.,shipping_inquiry
Is it possible to I no longer want this order ASAP,order_cancellation
Would you Can't pay for my order ASAP,payment_issues
is it possible to new arrivals!,product_information
Could you I want to speak to a manager now,complaint
Could you I need to complain thanks,complaint
"hey, this is not what i ordered.",complaint
Hi there ASAP,general_inquiry
"Hello, Return label request immediately",return_exchange
Is it possible to Where is my refund? thank you,refund_status
Can I How can I contact you??,general_inquiry
would you economy shipping!,shipping_inquiry
can i good morning?,general_inquiry
Exchange for store credit,return_exchange
"Hi, Product quality.",product_information
"hello, refund confirmation?",refund_status
is it possible to compare products right away,product_information
"Excuse me, Problem with checkout please",payment_issues
can i when will i receive my order? please,order_status
"hey, i need to know where my order is urgently",order_status
how do i free returns? thanks,return_exchange
"hello, checkout error.",payment_issues
"Item doesn't fit, return please urgently",return_exchange
I need to exchange this,return_exchange
i want to i need to cancel asap please,order_cancellation
"excuse me, password reset?",account_issues
"Hello, Air shipping please",shipping_inquiry
can i new here ASAP,general_inquiry
i want to check my order status,order_status
"hello, reset my password thanks",account_issues
Can I Return policy!,return_exchange
"please, is anyone there? thank you",general_inquiry
"hello, return policy?",return_exchange
Priority shipping,shipping_inquiry
Unlock my account,account_issues
"Hello, Customer support right away",general_inquiry
would you i want to revoke my order right away,order_cancellation
Could you Track my order.,order_status
i need to horrible experience.,complaint
Debit card declined,payment_issues
i want to check refund status ASAP,refund_status
"hi, payment stuck urgently",payment_issues
can i item availability ASAP,product_information
can i refund inquiry urgently,refund_status
is it possible to human agent please.,general_inquiry
Expedite my refund,refund_status
I need to Product doesn't work.,complaint
"Hello, Same day delivery urgently",shipping_inquiry
can i exchange for store credit urgently,return_exchange
"Hi, Refund and return immediately",return_exchange
i want to payment unsuccessful now,payment_issues
I need to How do I return an item?.,return_exchange
Could you Return policy right away,return_exchange
Would you Email not recognized?,account_issues
I want to Please help me cancel my order urgently,order_cancellation
"hey, unlock my account.",account_issues
Would you What colors does it come in??,product_information
is it possible to return request!,return_exchange
"Hello, Delivery days now",shipping_inquiry
"please, i need to cancel an order urgently",order_cancellation
"hello, can i return this product? urgently",return_exchange
i need to item availability immediately,product_information
i want to exchange policy immediately,return_exchange
"Excuse me, New here urgently",general_inquiry
i need to next day delivery ASAP,shipping_inquiry
Would you Delivery days thanks,shipping_inquiry
how do i poor quality product thanks,complaint
can i cancellation request for my order now,order_cancellation
i need to i'd like to cancel before it ships thanks,order_cancellation
"Hey, Is this genuine product? now",product_information
"hello, can't pay for my order immediately",payment_issues
"hello, transaction failed ASAP",payment_issues
General assistance,general_inquiry
I would like to How to return??,return_exchange
"excuse me, product features thank you",product_information
Can I Product origin?,product_information
Would you Human agent please urgently,general_inquiry
I would like to How do I return an item?!,return_exchange
"Please, Is this item available??",product_information
how do i i want to cancel my order urgently,order_cancellation
"hello, payment not accepted",payment_issues
is it possible to refund pending urgently,refund_status
"hello, express shipping?",shipping_inquiry
"hi, money deducted but order failed!",payment_issues
I need to My payment didn't go through!,payment_issues
Is it possible to Product quality thank you,product_information
"Hello, Update account information ASAP",account_issues
"i would like to i changed my mind, cancel my order right away",order_cancellation
Waiting for refund!,refund_status
Can I Did my order ship yet?!,order_status
Can I Payment error please,payment_issues
"Excuse me, Cancel the items in my order urgently",order_cancellation
"Hi, Cancel my order immediately please",order_cancellation
i would like to i need to know where my order is?,order_status
"excuse me, general help ASAP",general_inquiry
"hey, return pickup.",return_exchange
"hey, is this item available? now",product_information
can i i want to speak to a manager ASAP,complaint
I need to Shipping cost,shipping_inquiry
I want to Can someone help me? urgently,general_inquiry
How do I Track my refund urgently,refund_status
how do i good afternoon?,general_inquiry
is it possible to refund status urgently,refund_status
General question urgently,general_inquiry
"Hello, Payment stuck.",payment_issues
I would like to Account recovery thanks,account_issues
how do i my order is taking too long thank you,order_status
"Hi, What sizes are available?!",product_information
i need to item availability ASAP,product_information
is it possible to product quality thanks,product_information
Can I Authentication failed?,account_issues
i want to what colors does it come in?.,product_information
is it possible to i want to cancel the order i just placed,order_cancellation
how do i payment issue with my account ASAP,payment_issues
Is this compatible with...?.,product_information
"hey, delivery fee now",shipping_inquiry
could you cancel order please,order_cancellation
"hi, i haven't received my order yet please",order_status
"I accidentally ordered, please cancel thanks",order_cancellation
could you payment method not working.,payment_issues
My card isn't working.,payment_issues
I need to Reset my password right away,account_issues
would you can you help me?!,general_inquiry
"hello, refund status right away",refund_status
could you card not accepted thanks,payment_issues
"excuse me, my account is blocked?",account_issues
could you shipping options right away,shipping_inquiry
How do I How to return? now,return_exchange
"Hey, Delivery cost estimate thanks",shipping_inquiry
could you my order hasn't arrived?,order_status
"hey, poor quality product?",complaint
would you change password!,account_issues
could you express shipping right away,shipping_inquiry
How do I Schedule a return ASAP,return_exchange
Would you Information needed ASAP,general_inquiry
i need to general help thank you,general_inquiry
I want to Connect me to support right away,general_inquiry
"Please, Product doesn't work thank you",complaint
How do I Not as described?,complaint
Would you Refund and return!,return_exchange
"excuse me, shipping charges urgently",shipping_inquiry
"Hello, Please help me cancel my order!",order_cancellation
how do i can i swap this? ASAP,return_exchange
"hi, stop my order?",order_cancellation
can i refund to bank account thank you,refund_status
"hi, free delivery threshold.",shipping_inquiry
"excuse me, i have a question urgently",general_inquiry
"Hey, Payment method not working thanks",payment_issues
could you merge accounts.,account_issues
would you what products do you have? right away,product_information
i need to missing items in my order now,complaint
i would like to account not working urgently,account_issues
"hello, is this item available??",product_information
Order tracking,order_status
"excuse me, economy shipping?",shipping_inquiry
"Hi, I need to know where my order is thanks",order_status
I want to Wrong item received please,complaint
how do i can you cancel my order for me?,order_cancellation
"excuse me, product doesn't work immediately",complaint
how do i item availability ASAP,product_information
Is it possible to Expected delivery date?!,order_status
I want to Refund pending.,refund_status
Two factor authentication issue right away,account_issues
would you i'm very unhappy.,complaint
I would like to Credit card issue thank you,payment_issues
i need to refund not received thanks,refund_status
"Wrong order, please cancel!",order_cancellation
i need to when will i receive my order? please,order_status
can i how do i cancel my order?!,order_cancellation
i need to i feel cheated now,complaint
can i replace my item please,return_exchange
is it possible to what products do you have? urgently,product_information
"please, stop my order please",order_cancellation
"hey, good afternoon thank you",general_inquiry
is it possible to do you have this in stock? please,product_information
"please, can't access my account thank you",account_issues
i would like to how does this work? thanks,general_inquiry
How do I Can someone help me? now,general_inquiry
Product recommendations thanks,product_information
"hey, i can't log in?",account_issues
can i cancel my order please ASAP,order_cancellation
could you the product is broken thank you,complaint
"hi, cancel order right away",order_cancellation
"Please, Money back please ASAP",refund_status
would you shipping rates immediately,shipping_inquiry
"Excuse me, Fastest shipping option immediately",shipping_inquiry
i need to do you have this in stock? thanks,product_information
Exchange policy thanks,return_exchange
Refund to credit card,refund_status
"Please, Stop my order thanks",order_cancellation
"Hi, Payment gateway error ASAP",payment_issues
"hi, how long for refund?",refund_status
How do I Missing items in my order urgently,complaint
Could you I feel cheated thank you,complaint
could you quality issue return ASAP,return_exchange
Is it possible to Dissatisfied customer,complaint
"Hi, Product quality please",product_information
Transaction failed ASAP,payment_issues
i would like to return policy thank you,return_exchange
Item availability ASAP,product_information
"excuse me, my payment was rejected right away",payment_issues
"hello, priority shipping please",shipping_inquiry
would you ship to different address right away,shipping_inquiry
i want to order tracking immediately,order_status
"Hi, I need to complain right away",complaint
I want to Shipment status!,order_status
"hi, return shipping ASAP",return_exchange
"hello, where is my refund? thanks",refund_status
I want to Tell me about this product right away,product_information
"Hello, I'd like to cancel before it ships?",order_cancellation
i want to can you help me? right away,general_inquiry
I would like to Double charged on my card immediately,payment_issues
how do i product description please ASAP,product_information
"Excuse me, Product dimensions thank you",product_information
Would you I'd like to cancel my purchase,order_cancellation
How do I Refund processing time now,refund_status
is it possible to schedule a return immediately,return_exchange
"excuse me, card declined.",payment_issues
Debit card declined immediately,payment_issues
Would you Track my order now,order_status
Return damaged product,return_exchange
could you i need to complain,complaint
I'd like to cancel my purchase,order_cancellation
Help with payment problem immediately,payment_issues
Tell me about this product please,product_information
how do i return shipping.,return_exchange
"hi, can someone help me??",general_inquiry
"hello, when does my order arrive? now",order_status
Can I Expedited shipping now,shipping_inquiry
"hello, initiate return urgently",return_exchange
Is it possible to Credit card issue?,payment_issues
would you refund to bank account.,refund_status
how do i false advertising right away,complaint
"Excuse me, Where is my delivery? please",order_status
I would like to I'd like to exchange!,return_exchange
i would like to can't process my payment?,payment_issues
I need to Exchange for store credit urgently,return_exchange
"hello, general question thanks",general_inquiry
"Please, I feel cheated",complaint
i want to i need to complain thank you,complaint
"excuse me, can someone help me?",general_inquiry
Authentication failed thank you,account_issues
"please, sign in issues thanks",account_issues
Is it possible to Return shipping please,return_exchange
how do i what sizes are available? thank you,product_information
"Hello, How does this work? thanks",general_inquiry
i would like to i received a damaged item,complaint
I would like to Reimburse me urgently,refund_status
"hi, how to return?",return_exchange
how do i shipping cost immediately,shipping_inquiry
Track my refund,refund_status
"Hey, General question now",general_inquiry
"Hello, How can I contact you?!",general_inquiry
I want to Money back please thank you,refund_status
"Please, General question!",general_inquiry
Money back please urgently,refund_status
"hello, terrible customer service thanks",complaint
Can I Refund taking too long immediately,refund_status
"Hello, Is it too late to cancel? thank you",order_cancellation
"excuse me, please process a cancellation thank you",order_cancellation
"Hello, Shipping rates",shipping_inquiry
New arrivals.,product_information
"hi, do you have this in stock? immediately",product_information
"Hey, What's included in the package?",product_information
Is it possible to How much is shipping? ASAP,shipping_inquiry
i need to exchange for store credit right away,return_exchange
"hey, general help?",general_inquiry
I need to Shipping charges!,shipping_inquiry
"please, check my order status thanks",order_status
could you false advertising thank you,complaint
"hello, sign in issues urgently",account_issues
How do I How to use this product?,product_information
i want to payment error immediately,payment_issues
would you how does this product work? right away,product_information
"Hello, Good afternoon ASAP",general_inquiry
My order hasn't arrived,order_status
Full refund please,refund_status
"Hi, Login problem immediately",account_issues
Product specifications,product_information
"hey, delivery options",shipping_inquiry
"Excuse me, I no longer want this order.",order_cancellation
"i need to don't ship my order, cancel it",order_cancellation
"hello, technical specifications urgently",product_information
I want to Economy shipping now,shipping_inquiry
"Hey, Money back please",refund_status
i want to exchange for store credit ASAP,return_exchange
I need to Can you cancel my order for me?,order_cancellation
Did my order ship yet?.,order_status
"Hello, Delivery days right away",shipping_inquiry
i want to is my package lost? ASAP,order_status
How do I Password reset thank you,account_issues
i need to is this product good? now,product_information
Can I Product is defective?,complaint
would you can you help me? thank you,general_inquiry
"Hey, I'm not satisfied please",complaint
I need to Material information now,product_information
would you is my order on the way?,order_status
can i product dimensions immediately,product_information
"Excuse me, Help me please",general_inquiry
I'm waiting for my order,order_status
"hi, is my package lost?!",order_status
What colors does it come in?,product_information
is it possible to product recommendations,product_information
i want to error during payment immediately,payment_issues
I want to Expected delivery date? thank you,order_status
"hello, any updates on my order? now",order_status
"Hey, How long for refund? right away",refund_status
how do i product reviews ASAP,product_information
"Please, Can someone help me?!",general_inquiry
i want to i need information.,general_inquiry
"Hello, Payment keeps failing now",payment_issues
Shipping methods,shipping_inquiry
"hello, i want to return this!",return_exchange
"excuse me, when does my order arrive? immediately",order_status
"How do I Wrong size, need exchange.",return_exchange
could you i demand compensation immediately,complaint
i need to i no longer want this order?,order_cancellation
"Hey, Payment issue with my account urgently",payment_issues
would you check refund status right away,refund_status
How do I What colors does it come in? immediately,product_information
could you card declined now,payment_issues
Can I I need help please,general_inquiry
Money deducted but order failed,payment_issues
Would you Checkout error immediately,payment_issues
"please, when will i get my refund??",refund_status
how do i i need customer service thanks,general_inquiry
"would you i accidentally ordered, please cancel ASAP",order_cancellation
i want to product recommendations please,product_information
could you initiate return!,return_exchange
"please, tell me about this product urgently",product_information
i would like to refund not received immediately,refund_status
Would you This is not what I ordered urgently,complaint
Money back please thank you,refund_status
"hey, full refund please ASAP",refund_status
I want to Change password!,account_issues
"please, account suspended thank you",account_issues
Could you My account is blocked please,account_issues
"is it possible to wrong size, need exchange ASAP",return_exchange
Return request now,return_exchange
could you check my order status thanks,order_status
I want to Account hacked thank you,account_issues
"hi, when was refund issued? thanks",refund_status
I want to Best seller products.,product_information
can i refund amount incorrect urgently,refund_status
Is it possible to Connect me to support!,general_inquiry
would you do you ship to my area?.,shipping_inquiry
i want to someone else accessing my account thank you,account_issues
Would you Did my order ship yet? urgently,order_status
"Hey, Payment problem thank you",payment_issues
I need help immediately,general_inquiry
"hi, is anyone there? ASAP",general_inquiry
I would like to Forgot password please,account_issues
"hello, delivery status please thank you",order_status
"Excuse me, Refund status now",refund_status
"hi, payment stuck!",payment_issues
would you account hacked now,account_issues
"Please, Hi there immediately",general_inquiry
would you can i cancel my order??,order_cancellation
would you connect me to support ASAP,general_inquiry
i need to first time customer right away,general_inquiry
"please, shipping charges?",shipping_inquiry
is it possible to i feel cheated ASAP,complaint
I need to Payment unsuccessful immediately,payment_issues
"hi, check refund status thanks",refund_status
"please, cancel the items in my order now",order_cancellation
"hi, payment gateway error please",payment_issues
Is it possible to General help ASAP,general_inquiry
"Can I Wrong size, need exchange now",return_exchange
"Hey, Please process a cancellation!",order_cancellation
i want to product specifications thanks,product_information
International shipping urgently,shipping_inquiry
Can I Worst experience ever thanks,complaint
i want to when does my order arrive? now,order_status
"hello, help me please now",general_inquiry
"Please, Transaction failed?",payment_issues
When can I expect my delivery? thank you,order_status
I would like to When will my order arrive? urgently,order_status
"hi, thank you now",general_inquiry
"excuse me, i changed my mind, cancel my order now",order_cancellation
could you i was charged twice,payment_issues
I want to 30 day return now,return_exchange
i want to login credentials not working right away,account_issues
"Please, Speak to representative?",general_inquiry
could you what happened to my order? please,order_status
i want to i need help right away,general_inquiry
"hello, my order is taking too long!",order_status
"Hey, Reset my password right away",account_issues
"excuse me, partial refund received",refund_status
"hello, what's the status of my order??",order_status
i want to i need to cancel asap urgently,order_cancellation
"excuse me, track my order thanks",order_status
i would like to can you track my order? thank you,order_status
Can I return this product?,return_exchange
"Hello, Contact information now",general_inquiry
"please, how to use this product? urgently",product_information
"hey, material information please",product_information
"Hey, Money deducted but order failed thank you",payment_issues
could you wrong item received immediately,complaint
could you this is unacceptable,complaint
Could you General assistance?,general_inquiry
i want to account settings urgently,account_issues
I want to Package tracking request ASAP,order_status
Is it possible to Shipping charges urgently,shipping_inquiry
"hey, general help right away",general_inquiry
would you information needed right away,general_inquiry
could you free delivery threshold urgently,shipping_inquiry
"hello, exchange for different size thank you",return_exchange
"please, schedule a return please",return_exchange
"hello, change my phone number!",account_issues
What happened to my order?,order_status
"hi, return policy!",return_exchange
"excuse me, i haven't received my refund.",refund_status
Can I Exchange for store credit urgently,return_exchange
"please, is this product good? please",product_information
i need to i need assistance ASAP,general_inquiry
Is it possible to Refund not received urgently,refund_status
is it possible to refund not showing urgently,refund_status
"please, when does my order arrive?.",order_status
Can I Return window urgently,return_exchange
could you payment issue with my account,payment_issues
i need to i received a damaged item?,complaint
"please, how can i contact you? urgently",general_inquiry
"hello, express shipping",shipping_inquiry
can i can you track my order? ASAP,order_status
"hello, please void my order!",order_cancellation
i need to general question thanks,general_inquiry
would you how to return?.,return_exchange
"Please, What's the warranty on this? please",product_information
"Excuse me, When can I expect my delivery?.",order_status
i would like to i want to file a complaint!,complaint
i need to when is refund processed? please,refund_status
