query,intent
"please, exchange for different size!",return_exchange
"Hello, I need to cancel an order please",order_cancellation
"Excuse me, Refund not received right away",refund_status
How do I Can I cancel my order? thank you,order_cancellation
"Excuse me, My account is blocked?",account_issues
i want to update my email now,account_issues
Verification code not received thank you,account_issues
"Could you Wrong order, please cancel please",order_cancellation
can i i want to speak to a manager ASAP,complaint
I need help,general_inquiry
"excuse me, what sizes are available? ASAP",product_information
Shipping zones,shipping_inquiry
"Hello, Account recovery.",account_issues
i want to someone else accessing my account thank you,account_issues
"excuse me, where is my refund??",refund_status
is it possible to refund pending thanks,refund_status
is it possible to partial refund received.,refund_status
"hi, what's the warranty on this? now",product_information
could you card declined urgently,payment_issues
"please, can't complete payment?",payment_issues
would you free shipping??,shipping_inquiry
"hi, can i cancel my order?.",order_cancellation
Product doesn't work thanks,complaint
"Excuse me, Where is my delivery? please",order_status
is it possible to reimburse me urgently,refund_status
would you update account information now,account_issues
Compare products,product_information
Could you Priority shipping?,shipping_inquiry
How do I Is this genuine product? now,product_information
"hey, very disappointed with the service",complaint
"hi, economy shipping?",shipping_inquiry
"hello, connect me to support ASAP",general_inquiry
Can you help me?,general_inquiry
"please, don't ship my order, cancel it",order_cancellation
is it possible to this is not what i ordered urgently,complaint
i would like to refund inquiry.,refund_status
"hello, my account is blocked urgently",account_issues
I would like to This is fraud,complaint
New arrivals.,product_information
would you problem with checkout!,payment_issues
"Hi, I haven't received my order yet urgently",order_status
I would like to What are the product details? thank you,product_information
Support request urgently,general_inquiry
Delivery fee,shipping_inquiry
i need to item availability ASAP,product_information
would you email not recognized urgently,account_issues
could you where is my delivery? thanks,order_status
"hi, return damaged product thanks",return_exchange
When can I expect my delivery? immediately,order_status
can i product malfunction?,complaint
how do i reimburse me!,refund_status
would you initiate return ASAP,return_exchange
"excuse me, very bad service?",complaint
"hello, change my phone number urgently",account_issues
Package tracking request,order_status
"hi, help me please!",general_inquiry
"Hey, Refund processing time.",refund_status
could you how do i return an item? thank you,return_exchange
Is it possible to Cancel my order please?,order_cancellation
i want to shipping charges.,shipping_inquiry
can i i need help,general_inquiry
Login problem.,account_issues
i need to i need to know where my order is!,order_status
"hi, free returns? immediately",return_exchange
how do i weekend delivery? right away,shipping_inquiry
"hello, start a return?",return_exchange
"Excuse me, I need to complain now",complaint
"Excuse me, Wrong size, need exchange thanks",return_exchange
"Hi, Refund and return immediately",return_exchange
I need information,general_inquiry
"Hi, Payment issue with my account.",payment_issues
i want to i'd like to cancel my purchase.,order_cancellation
i need to account settings urgently,account_issues
could you more info about the item now,product_information
"hello, refund and return ASAP",return_exchange
"hi, i need information urgently",general_inquiry
Is it possible to Delivery fee now,shipping_inquiry
My payment was rejected,payment_issues
"hey, general help?",general_inquiry
"Hi, This is not what I ordered.",complaint
This is fraud thank you,complaint
Is it possible to I no longer want this order ASAP,order_cancellation
"hi, payment stuck urgently",payment_issues
Product description please,product_information
"excuse me, is this compatible with...? urgently",product_information
i would like to refund pending now,refund_status
i would like to free delivery threshold immediately,shipping_inquiry
"hello, change my phone number!",account_issues
Debit card declined immediately,payment_issues
Is it possible to Product origin!,product_information
"hello, what happened to my order? immediately",order_status
could you payment not accepted.,payment_issues
"excuse me, is this compatible with...? now",product_information
"Hey, This is not what I ordered.",complaint
"hello, please process a cancellation.",order_cancellation
"excuse me, general assistance right away",general_inquiry
Would you I need to cancel an order,order_cancellation
i would like to expedite my refund.,refund_status
"Excuse me, Charged but no confirmation immediately",payment_issues
"Hello, Account hacked urgently",account_issues
"hey, start a return now",return_exchange
"excuse me, worst experience ever please",complaint
is it possible to false advertising ASAP,complaint
Could you Poor quality product urgently,complaint
Expedited shipping now,shipping_inquiry
"excuse me, return policy",return_exchange
"Please, Thank you urgently",general_inquiry
"hi, is this item available? immediately",product_information
"Hey, Free delivery threshold.",shipping_inquiry
"hey, someone else accessing my account please",account_issues
Would you Speak to representative.,general_inquiry
"Hello, International shipping.",shipping_inquiry
how do i my order is taking too long thank you,order_status
"Hello, Initiate return ASAP",return_exchange
"hi, the product is broken now",complaint
"Please, The product is broken thanks",complaint
Can I I received a damaged item please,complaint
"Please, How do I return an item?!",return_exchange
"How do I Wrong size, need exchange please",return_exchange
"Hi, Shipping zones urgently",shipping_inquiry
would you shipping zones thank you,shipping_inquiry
i need to payment error.,payment_issues
can i i need to complain urgently,complaint
"hi, help me please",general_inquiry
"Please, I want to speak to a manager please",complaint
can i how to use this product? ASAP,product_information
how do i i need to cancel asap!,order_cancellation
"excuse me, delivery cost estimate thanks",shipping_inquiry
"Hello, Check refund status ASAP",refund_status
"excuse me, my payment didn't go through.",payment_issues
Can I Refund not showing now,refund_status
can i product description please now,product_information
Is it possible to I want to track my package thanks,order_status
"Excuse me, When will my order arrive? now",order_status
"hi, can you help me??",general_inquiry
I need to Order tracking ASAP,order_status
would you someone else accessing my account right away,account_issues
would you is my order on the way? now,order_status
"please, i'm waiting for my order please",order_status
Is it possible to First time customer right away,general_inquiry
"hey, login problem!",account_issues
How do I Return my order.,return_exchange
i need to profile update.,account_issues
is it possible to where is my refund? right away,refund_status
"Please, What's the warranty on this? please",product_information
Would you Shipping rates ASAP,shipping_inquiry
could you refund not received?,refund_status
I would like to Track my refund?,refund_status
"hi, how long for refund?",refund_status
"Hello, Please cancel my recent order urgently",order_cancellation
"Please, Poor quality product?",complaint
"Hi, Help me please thanks",general_inquiry
"Excuse me, First time customer thank you",general_inquiry
could you free delivery threshold urgently,shipping_inquiry
can i cancel my latest purchase immediately,order_cancellation
can i account security concern urgently,account_issues
Customer support?,general_inquiry
"Hello, Can't process my payment.",payment_issues
is it possible to change password ASAP,account_issues
i want to shipping discount immediately,shipping_inquiry
This is not what I ordered now,complaint
"please, free delivery threshold immediately",shipping_inquiry
is it possible to i'm waiting for my order.,order_status
i want to cancel my latest purchase ASAP,order_cancellation
i would like to is this compatible with...? thanks,product_information
i would like to terrible customer service urgently,complaint
"excuse me, good afternoon thanks",general_inquiry
I want to Full refund please thank you,refund_status
could you shipment status immediately,order_status
i want to i need to know where my order is!,order_status
i need to return pickup thank you,return_exchange
i would like to stop my order,order_cancellation
how do i contact information urgently,general_inquiry
could you please cancel my recent order please,order_cancellation
Profile update?,account_issues
i need to first time customer right away,general_inquiry
Payment failed thanks,payment_issues
"hey, what's the warranty on this? ASAP",product_information
I want to revoke my order,order_cancellation
Would you I'm very unhappy thank you,complaint
is it possible to i'm very unhappy right away,complaint
Is it possible to Delivery fee thank you,shipping_inquiry
"hi, is this compatible with...? right away",product_information
"Hi, Human agent please please",general_inquiry
"excuse me, contact information!",general_inquiry
"Excuse me, Payment stuck now",payment_issues
Product reviews,product_information
i need to new here thank you,general_inquiry
"Excuse me, Cancel the items in my order urgently",order_cancellation
Compare products please,product_information
My refund is delayed.,refund_status
could you stop my order now,order_cancellation
i need to is anyone there? thank you,general_inquiry
can i i'm frustrated ASAP,complaint
I would like to General help urgently,general_inquiry
Order tracking,order_status
I need to Weekend delivery?.,shipping_inquiry
"excuse me, i was charged twice?",payment_issues
I would like to I was charged twice urgently,payment_issues
Refund processing time?,refund_status
I need to My payment didn't go through!,payment_issues
i would like to password reset?,account_issues
Information needed ASAP,general_inquiry
"excuse me, account settings urgently",account_issues
i would like to payment problem thank you,payment_issues
i want to refund not showing!,refund_status
"hi, customer support right away",general_inquiry
could you i'm frustrated immediately,complaint
"Hello, Payment gateway error ASAP",payment_issues
When does my order arrive?,order_status
How do I My card isn't working urgently,payment_issues
Would you I haven't received my order yet?,order_status
is it possible to very bad service?,complaint
"hello, money back please thank you",refund_status
"Please, Account locked thanks",account_issues
"Could you I accidentally ordered, please cancel please",order_cancellation
"please, refund request status thank you",refund_status
would you change shipping address please,shipping_inquiry
Is it possible to Please void my order right away,order_cancellation
"Please, Product doesn't work!",complaint
"hello, what are the product details?",product_information
"Hey, Best seller products urgently",product_information
Is it too late to cancel?,order_cancellation
"please, my account is blocked now",account_issues
can i can you track my order?!,order_status
would you credit not received please,refund_status
could you stop my order ASAP,order_cancellation
Can I Cancellation request for my order right away,order_cancellation
can i expedite my refund now,refund_status
"hey, unlock my account.",account_issues
Sign in issues,account_issues
"please, air shipping?",shipping_inquiry
i want to product recommendations immediately,product_information
Is this item available?,product_information
I need to Account security concern ASAP,account_issues
"hello, profile update!",account_issues
"hello, what's included in the package? please",product_information
Can I Missing items in my order right away,complaint
"Please, I can't log in thank you",account_issues
"Hello, Can you track my order? immediately",order_status
"Hey, Error during payment urgently",payment_issues
Can I New arrivals right away,product_information
Email not recognized,account_issues
"Excuse me, What's the status of my order? ASAP",order_status
I was charged twice,payment_issues
"hey, full refund please",refund_status
"hey, how to return? ASAP",return_exchange
is it possible to i'm frustrated!,complaint
Would you I'd like to cancel my purchase now,order_cancellation
"Hello, First time customer.",general_inquiry
i would like to i want to cancel my order thanks,order_cancellation
"Hi, Material information right away",product_information
how do i create new password ASAP,account_issues
"Hey, Refund and return.",return_exchange
Would you Payment unsuccessful thanks,payment_issues
"Excuse me, Please cancel my recent order urgently",order_cancellation
how do i human agent please now,general_inquiry
"hello, forgot password.",account_issues
"excuse me, product description please immediately",product_information
i want to full refund please thank you,refund_status
How do I Where is my order?!,order_status
"Please, I demand compensation?",complaint
"hey, return policy?",return_exchange
would you unlock my account.,account_issues
"hey, business hours",general_inquiry
i would like to i'm waiting for my order?,order_status
Would you Start a return immediately,return_exchange
can i account not working right away,account_issues
can i has my order shipped? please,order_status
Could you Exchange policy!,return_exchange
i would like to i want my order cancelled today,order_cancellation
i would like to i received a damaged item,complaint
could you i want to return this.,return_exchange
how do i product dimensions,product_information
"hey, general help right away",general_inquiry
"please, can't complete payment urgently",payment_issues
"please, i no longer want this order thank you",order_cancellation
Refund status!,refund_status
i need to general help thank you,general_inquiry
"hey, air shipping please",shipping_inquiry
"excuse me, payment problem now",payment_issues
i would like to i'd like to cancel my purchase?,order_cancellation
I need to cancel ASAP thanks,order_cancellation
How do I Debit card declined!,payment_issues
Expedited shipping right away,shipping_inquiry
Order tracking ASAP,order_status
"Please, I need this order cancelled.",order_cancellation
would you my order is taking too long now,order_status
I would like to Account recovery immediately,account_issues
Can I Compare products urgently,product_information
how do i i need to exchange this ASAP,return_exchange
"Hello, Don't ship my order, cancel it.",order_cancellation
can i delivery days urgently,shipping_inquiry
"Excuse me, More info about the item urgently",product_information
could you wrong item received immediately,complaint
Error during payment,payment_issues
i need to credit not received now,refund_status
would you what happened to my order? thank you,order_status
"hello, i need to exchange this!",return_exchange
"Excuse me, Profile update.",account_issues
how do i can i cancel my order?,order_cancellation
"Excuse me, How to return??",return_exchange
"hi, check refund status thanks",refund_status
Free returns? ASAP,return_exchange
Would you Refund status?,refund_status
Can I still cancel my order?.,order_cancellation
"Please, Please cancel my recent order ASAP",order_cancellation
"Hey, Brand information right away",product_information
i want to check refund status ASAP,refund_status
Change password!,account_issues
"please, i need this order cancelled immediately",order_cancellation
Delete my account,account_issues
Is it possible to Free delivery threshold immediately,shipping_inquiry
I need my money back,refund_status
Would you What colors does it come in??,product_information
"hi, account settings immediately",account_issues
"Excuse me, Login credentials not working urgently",account_issues
I want to Reset my password now,account_issues
"hi, order tracking.",order_status
"excuse me, shipment status.",order_status
"hi, update my email!",account_issues
could you product reviews right away,product_information
is it possible to do you have this in stock? thanks,product_information
i would like to shipping time.,shipping_inquiry
could you any updates on my order? ASAP,order_status
"hey, quick question ASAP",general_inquiry
"hi, change my phone number thanks",account_issues
is it possible to what happened to my order? immediately,order_status
"Hi, I accidentally ordered, please cancel ASAP",order_cancellation
I need to Technical specifications immediately,product_information
Double charged on my card,payment_issues
Can I Help with payment problem.,payment_issues
"Hello, False advertising right away",complaint
"can i wrong order, please cancel now",order_cancellation
Is it possible to Shipping charges urgently,shipping_inquiry
i want to fastest shipping option?,shipping_inquiry
Can I Check my order status urgently,order_status
"hey, tell me about this product thanks",product_information
Would you Email not recognized?,account_issues
Could you I want to send this back immediately,return_exchange
I would like to Error during payment right away,payment_issues
"Excuse me, Return request!",return_exchange
Connect me to support immediately,general_inquiry
could you the product is broken thank you,complaint
Can I Where is my order??,order_status
i would like to compare products thank you,product_information
Product is defective,complaint
how do i payment gateway error thanks,payment_issues
Could you Debit card declined!,payment_issues
Cancel order,order_cancellation
"Hi, Product recommendations thanks",product_information
Is it possible to Return shipping,return_exchange
The product is broken,complaint
how do i i want to track my package.,order_status
I need to Account settings,account_issues
Express shipping,shipping_inquiry
"please, i need to cancel an order urgently",order_cancellation
General help,general_inquiry
Is it possible to My refund is delayed thanks,refund_status
how do i delivery status please?,order_status
Is my order on the way?,order_status
"hello, partial refund received right away",refund_status
"excuse me, can i cancel my order?.",order_cancellation
Can you track my order?,order_status
My order is taking too long,order_status
would you account locked urgently,account_issues
I want to Economy shipping now,shipping_inquiry
can i how does this work? thank you,general_inquiry
could you forgot password please,account_issues
"please, email not recognized.",account_issues
"Hey, I'm not satisfied please",complaint
"hi, can you cancel my order for me? immediately",order_cancellation
how do i i can't log in urgently,account_issues
"hello, i want to file a complaint immediately",complaint
"Hey, General question",general_inquiry
i want to i need to cancel asap please,order_cancellation
Could you Track my order.,order_status
how do i partial refund received ASAP,refund_status
"hello, product dimensions.",product_information
i need to payment error,payment_issues
Can I Product dimensions,product_information
"excuse me, standard shipping!",shipping_inquiry
How do I Full refund please?,refund_status
can i product doesn't work urgently,complaint
"Hello, I demand compensation!",complaint
Standard shipping please,shipping_inquiry
could you shipping discount ASAP,shipping_inquiry
This is not what I ordered ASAP,complaint
how do i card declined thank you,payment_issues
could you help with payment problem,payment_issues
i need to i demand compensation urgently,complaint
could you wrong item received?,complaint
How do I Product dimensions now,product_information
"Excuse me, My card isn't working thanks",payment_issues
"excuse me, partial refund received thank you",refund_status
Is it possible to Cancellation request for my order.,order_cancellation
"Hi, Ground shipping please",shipping_inquiry
New arrivals right away,product_information
"hi, sign in issues immediately",account_issues
Product specifications,product_information
"Please, I need information urgently",general_inquiry
how do i money back please!,refund_status
"Hey, Return label request now",return_exchange
"hello, charged but no confirmation please",payment_issues
i need to how does this product work? thank you,product_information
"hey, merge accounts ASAP",account_issues
Very disappointed with the service,complaint
Is it possible to Product reviews now,product_information
"Hello, Cancellation request for my order!",order_cancellation
"Hello, Help me please thank you",general_inquiry
"please, refund timeline.",refund_status
Is it possible to Refund not received urgently,refund_status
I want to Contact information right away,general_inquiry
"hi, i need my money back urgently",refund_status
"hello, exchange policy urgently",return_exchange
can i can you track my order? ASAP,order_status
Refund to credit card.,refund_status
Help me please,general_inquiry
how do i payment not accepted right away,payment_issues
"hi, cancel order right away",order_cancellation
"excuse me, expected delivery date??",order_status
Can I General help immediately,general_inquiry
Would you Return window.,return_exchange
"Excuse me, What's the status of my order??",order_status
how do i account security concern now,account_issues
I would like to Package tracking request thank you,order_status
Would you Priority shipping immediately,shipping_inquiry
i need to my payment didn't go through,payment_issues
would you i'd like to exchange now,return_exchange
"Excuse me, Transaction failed?",payment_issues
"Please, Quality is very poor right away",complaint
i need to delivery status please?,order_status
i want to shipment status.,order_status
Best seller products,product_information
i want to double charged on my card ASAP,payment_issues
i need to i'm waiting for my order immediately,order_status
"Hi, Is anyone there? please",general_inquiry
Update account information,account_issues
could you i no longer want this order?,order_cancellation
Can I still cancel my order?,order_cancellation
"Please, Where is my delivery? urgently",order_status
"Hello, Product reviews?",product_information
"hi, i want to send this back!",return_exchange
"hey, weekend delivery? right away",shipping_inquiry
How do I Exchange policy.,return_exchange
"Excuse me, Payment not accepted urgently",payment_issues
I would like to Cancel the items in my order ASAP,order_cancellation
Delivery days please,shipping_inquiry
Would you Card not accepted thanks,payment_issues
"excuse me, speak to representative right away",general_inquiry
I need to Exchange for store credit ASAP,return_exchange
"hey, item arrived damaged urgently",complaint
"Excuse me, Expedite my refund urgently",refund_status
Quality issue return,return_exchange
"hello, order tracking immediately",order_status
how do i can i swap this? now,return_exchange
"excuse me, what colors does it come in? now",product_information
Can I Refund status now,refund_status
Is it possible to Business hours right away,general_inquiry
"hi, product features immediately",product_information
I would like to Refund timeline thanks,refund_status
Missing items in my order,complaint
"hi, credit card issue please",payment_issues
I want to Initiate return.,return_exchange
would you economy shipping!,shipping_inquiry
i need to account settings,account_issues
How do I When is refund processed?!,refund_status
Is it possible to Return shipping please,return_exchange
I would like to I want to send this back ASAP,return_exchange
"excuse me, general question please",general_inquiry
i want to double charged on my card,payment_issues
can i i haven't received my refund,refund_status
I would like to Change password ASAP,account_issues
Is it possible to My order is taking too long!,order_status
how do i wrong item received thank you,complaint
"Hello, Order tracking.",order_status
"Excuse me, Is my order on the way?.",order_status
i would like to return process,return_exchange
i would like to can you track my order? thank you,order_status
How do I First time customer,general_inquiry
"hello, ground shipping thank you",shipping_inquiry
is it possible to can't access my account.,account_issues
I would like to First time customer ASAP,general_inquiry
would you quick question ASAP,general_inquiry
I need to When can I expect my delivery? immediately,order_status
"Please, I want to track my package!",order_status
is it possible to when can i expect my delivery?!,order_status
This is fraud right away,complaint
"excuse me, my order is taking too long please",order_status
"hi, i need assistance right away",general_inquiry
I need to Free shipping? right away,shipping_inquiry
"Hello, Brand information?",product_information
"excuse me, product features thank you",product_information
i would like to hi there thanks,general_inquiry
"Please, Check refund status urgently",refund_status
I need customer service,general_inquiry
could you priority shipping now,shipping_inquiry
"hey, hello right away",general_inquiry
"hey, authentication failed.",account_issues
I want to track my package,order_status
"excuse me, cancel my order immediately please",order_cancellation
"Hello, Same day delivery urgently",shipping_inquiry
"hi, technical specifications right away",product_information
Delivery cost estimate,shipping_inquiry
i would like to product malfunction right away,complaint
How do I Expedite my refund ASAP,refund_status
is it possible to help with payment problem right away,payment_issues
I need to Same day delivery.,shipping_inquiry
How do I Hi there thank you,general_inquiry
i would like to delete my account?,account_issues
"excuse me, debit card declined urgently",payment_issues
could you return request immediately,return_exchange
i need to change my phone number please,account_issues
i need to cancel my order immediately thank you,order_cancellation
"please, reimburse me!",refund_status
"hello, refund amount incorrect thanks",refund_status
I want to Item arrived damaged thanks,complaint
I would like to Worst experience ever please,complaint
would you expedited shipping ASAP,shipping_inquiry
Could you I need assistance thanks,general_inquiry
i want to payment failed immediately,payment_issues
"Please, Technical specifications immediately",product_information
I would like to I need my money back please,refund_status
"Excuse me, Can't process my payment urgently",payment_issues
can i order tracking urgently,order_status
Can I Payment unsuccessful!,payment_issues
Can I Exchange for store credit urgently,return_exchange
i want to credit card issue thanks,payment_issues
can i expected delivery date? thanks,order_status
"excuse me, product specifications now",product_information
"excuse me, connect me to support.",general_inquiry
I need to Credit not received thank you,refund_status
i want to very disappointed with the service?,complaint
is it possible to card not accepted ASAP,payment_issues
would you account locked please,account_issues
would you how to return?.,return_exchange
"hey, return window now",return_exchange
i need to contact information right away,general_inquiry
"hey, delivery cost estimate.",shipping_inquiry
is it possible to refund pending!,refund_status
Support request,general_inquiry
"excuse me, account suspended right away",account_issues
would you what happened to my order? now,order_status
"hey, create new password immediately",account_issues
I need to I need assistance thank you,general_inquiry
i want to next day delivery,shipping_inquiry
I need to I can't log in ASAP,account_issues
is it possible to i want to track my package!,order_status
"Hi, Payment keeps failing please",payment_issues
Would you Return policy urgently,return_exchange
Shipping methods,shipping_inquiry
Is it possible to Priority shipping thank you,shipping_inquiry
"hello, i need to complain thank you",complaint
"Excuse me, I no longer want this order.",order_cancellation
how do i account hacked thank you,account_issues
"Excuse me, Product dimensions thank you",product_information
i want to please help me cancel my order now,order_cancellation
"please, wrong size, need exchange now",return_exchange
"Excuse me, Account security concern now",account_issues
"Hey, Not as described",complaint
"Hello, Can someone help me? now",general_inquiry
i would like to i'm waiting for my order,order_status
Can I Authentication failed?,account_issues
can i dissatisfied customer,complaint
Free shipping?!,shipping_inquiry
How do I Expected delivery date? urgently,order_status
"hi, can't process my payment thank you",payment_issues
"please, delivery cost estimate ASAP",shipping_inquiry
"hey, general question!",general_inquiry
I want to My refund is delayed immediately,refund_status
"excuse me, my card isn't working thanks",payment_issues
Could you Return policy right away,return_exchange
I can't log in,account_issues
would you verification code not received,account_issues
I need to Where is my order? thank you,order_status
I need to Free returns?,return_exchange
Would you I want to revoke my order thanks,order_cancellation
Is this compatible with...? urgently,product_information
How do I Thank you please,general_inquiry
"excuse me, how to return? now",return_exchange
Good afternoon please,general_inquiry
i need to quality is very poor now,complaint
can i when will i receive my order? please,order_status
"Hey, Ship to different address please",shipping_inquiry
how do i refund not received.,refund_status
"Hello, Can't complete payment.",payment_issues
how do i free shipping? thanks,shipping_inquiry
how do i return pickup.,return_exchange
how do i ground shipping?,shipping_inquiry
"Hello, What are the product details?!",product_information
"hello, i received a damaged item thanks",complaint
"Hey, Initiate return",return_exchange
Can't access my account,account_issues
"please, can i return this product? urgently",return_exchange
I want to Exchange for store credit thanks,return_exchange
could you quality issue return,return_exchange
What's the status of my order? right away,order_status
"hello, money back please please",refund_status
Would you I need to cancel an order ASAP,order_cancellation
could you account locked immediately,account_issues
"please, error during payment thank you",payment_issues
"Hello, Is this product good? ASAP",product_information
Would you Terrible customer service please,complaint
"Hey, International shipping!",shipping_inquiry
Would you 30 day return?,return_exchange
would you credit not received urgently,refund_status
i would like to my payment didn't go through right away,payment_issues
how do i i want to return this ASAP,return_exchange
i want to payment keeps failing ASAP,payment_issues
"hey, my card isn't working thanks",payment_issues
"Hey, Shipping cost thanks",shipping_inquiry
I would like to Can I still cancel my order? ASAP,order_cancellation
Login problem,account_issues
is it possible to has my order shipped? right away,order_status
"hi, this is unacceptable ASAP",complaint
"hi, schedule a return thank you",return_exchange
i want to return request.,return_exchange
"hey, i'm not satisfied?",complaint
"Hey, Update account information urgently",account_issues
Is it possible to When will I get my refund? right away,refund_status
Wrong item received,complaint
is it possible to refund not received,refund_status
"Hi, My payment was rejected immediately",payment_issues
Could you Product origin ASAP,product_information
"Hello, My order hasn't arrived immediately",order_status
"hello, worst experience ever",complaint
i need to missing items in my order now,complaint
I want to This is not what I ordered please,complaint
"hey, how much is shipping? right away",shipping_inquiry
can i track my refund.,refund_status
"please, merge accounts ASAP",account_issues
Refund timeline,refund_status
Check my order status right away,order_status
Payment not accepted,payment_issues
"excuse me, i have a question thanks",general_inquiry
"Hey, Payment issue with my account urgently",payment_issues
"is it possible to item doesn't fit, return please ASAP",return_exchange
"hi, i need to know where my order is thanks",order_status
"hello, where is my package? now",order_status
"Excuse me, I'm waiting for my order urgently",order_status
"hello, standard shipping thanks",shipping_inquiry
"excuse me, cancel my order immediately urgently",order_cancellation
Would you Delivery cost estimate.,shipping_inquiry
Is it possible to Cancel my latest purchase right away,order_cancellation
i need to brand information urgently,product_information
"hello, account not working immediately",account_issues
would you i want to revoke my order right away,order_cancellation
can i forgot password immediately,account_issues
can i best seller products right away,product_information
i need to good afternoon urgently,general_inquiry
I would like to Is this compatible with...?,product_information
how do i cancel order?,order_cancellation
"Excuse me, Expected delivery date? ASAP",order_status
"hello, how can i contact you? urgently",general_inquiry
"please, very disappointed with the service thank you",complaint
"Hello, Delivery cost estimate?",shipping_inquiry
can i can't complete payment urgently,payment_issues
Is it possible to Expected delivery date?!,order_status
"Hello, Shipping charges",shipping_inquiry
how do i i need to complain immediately,complaint
I'm very unhappy,complaint
could you refund processing time please,refund_status
General assistance,general_inquiry
"hey, exchange policy?",return_exchange
i would like to refund to bank account immediately,refund_status
Would you Replace my item thank you,return_exchange
Payment keeps failing right away,payment_issues
"Hi, Can someone help me?!",general_inquiry
is it possible to tell me about this product.,product_information
Could you I need help thanks,general_inquiry
"Excuse me, I want to file a complaint please",complaint
"please, shipping charges?",shipping_inquiry
Debit card declined thank you,payment_issues
"Excuse me, This is not what I ordered?",complaint
can i account hacked urgently,account_issues
i want to express shipping please,shipping_inquiry
"please, i need customer service?",general_inquiry
can i how much is shipping?.,shipping_inquiry
"hello, return policy?",return_exchange
could you product quality,product_information
"Hello, Help with payment problem thanks",payment_issues
Is this compatible with...?.,product_information
"hey, where is my refund? now",refund_status
is it possible to i'm waiting for my order thank you,order_status
"hi, stop my order?",order_cancellation
"excuse me, i need assistance thanks",general_inquiry
I want to Can someone help me? urgently,general_inquiry
i want to return label request!,return_exchange
"Excuse me, I'd like to exchange?",return_exchange
"Please, General question!",general_inquiry
Someone else accessing my account ASAP,account_issues
"please, i want to send this back thank you",return_exchange
"excuse me, quality issue return now",return_exchange
I need to Account hacked urgently,account_issues
How do I How to use this product?,product_information
i would like to where is my delivery? now,order_status
International shipping!,shipping_inquiry
i need to problem with checkout ASAP,payment_issues
"Hi, What's included in the package?!",product_information
"please, account hacked.",account_issues
"Hey, How long for refund? right away",refund_status
"hello, can i return this product? urgently",return_exchange
"Hey, When was refund issued? urgently",refund_status
"hello, payment unsuccessful.",payment_issues
"Hey, This is fraud!",complaint
can i this is not what i ordered please,complaint
can i product description please?,product_information
i want to my order is taking too long please,order_status
"hello, refund processing time urgently",refund_status
I want to I need to cancel an order.,order_cancellation
I want to Cancel my order immediately immediately,order_cancellation
would you unlock my account ASAP,account_issues
"hey, i no longer want this order right away",order_cancellation
how do i ship to different address ASAP,shipping_inquiry
Quality is very poor,complaint
"excuse me, first time customer",general_inquiry
Problem with checkout,payment_issues
is it possible to standard shipping,shipping_inquiry
"hi, product quality.",product_information
"excuse me, i'd like to cancel before it ships",order_cancellation
Could you Product features right away,product_information
More info about the item.,product_information
can i refund taking too long now,refund_status
i need to money back please ASAP,refund_status
"Hello, Unlock my account thank you",account_issues
i would like to refund not received immediately,refund_status
"Hi, Delete my account ASAP",account_issues
i would like to money deducted but order failed.,payment_issues
"Excuse me, Profile update right away",account_issues
"excuse me, delivery status please now",order_status
Can't complete payment ASAP,payment_issues
"hello, i want to speak to a manager thank you",complaint
How do I Missing items in my order urgently,complaint
"excuse me, support request please",general_inquiry
"Please, What's included in the package? thanks",product_information
is it possible to shipping zones ASAP,shipping_inquiry
"hey, cancel order.",order_cancellation
i want to refund to credit card immediately,refund_status
is it possible to dissatisfied customer.,complaint
would you account not working.,account_issues
"please, how long for refund? thank you",refund_status
"Hi, More info about the item!",product_information
"Hi, Ground shipping immediately",shipping_inquiry
Is it possible to Authentication failed!,account_issues
would you reimburse me urgently,refund_status
Cancel my latest purchase thank you,order_cancellation
could you weekend delivery?!,shipping_inquiry
I want to file a complaint?,complaint
would you worst experience ever thank you,complaint
I need to Delivery days please,shipping_inquiry
is it possible to when will i receive my order? please,order_status
"Please, Exchange for different size thank you",return_exchange
Speak to representative,general_inquiry
is it possible to create new password please,account_issues
i want to when can i expect my delivery? thank you,order_status
I want to Return label request ASAP,return_exchange
how do i is my package lost? right away,order_status
i want to i need to cancel asap urgently,order_cancellation
I want to I feel cheated!,complaint
Would you This is not what I ordered please,complaint
would you delivery days?,shipping_inquiry
I want to Payment keeps failing ASAP,payment_issues
i want to help with payment problem right away,payment_issues
I need to When can I expect my delivery?.,order_status
"Please, Can't complete payment",payment_issues
"hello, stop my order ASAP",order_cancellation
could you cancellation request for my order?,order_cancellation
Would you Payment not accepted thank you,payment_issues
could you update my email right away,account_issues
"hello, refund confirmation?",refund_status
"excuse me, i want to speak to a manager thanks",complaint
i want to refund processing time immediately,refund_status
Can I More info about the item.,product_information
"Hello, How can I contact you? please",general_inquiry
"please, what sizes are available? please",product_information
Hi there urgently,general_inquiry
"hey, i can't log in?",account_issues
"Hi, Ship to different address now",shipping_inquiry
how do i schedule a return ASAP,return_exchange
I would like to Double charged on my card immediately,payment_issues
i want to when will i receive my order? thank you,order_status
Could you Card declined immediately,payment_issues
"Please, My payment was rejected now",payment_issues
how do i sign in issues?,account_issues
"hey, thank you immediately",general_inquiry
"Hi, Debit card declined.",payment_issues
could you merge accounts.,account_issues
Brand information ASAP,product_information
I want to Expected delivery date? thank you,order_status
can i new here urgently,general_inquiry
how do i this is unacceptable thank you,complaint
